"Dist Code","Year","State Code","State Name","Dist Name","RICE AREA (1000 ha)","RICE PRODUCTION (1000 tons)","RICE YIELD (Kg per ha)","WHEAT AREA (1000 ha)","WHEAT PRODUCTION (1000 tons)","WHEAT YIELD (Kg per ha)","KHARIF SORGHUM AREA (1000 ha)","KHARIF SORGHUM PRODUCTION (1000 tons)","KHARIF SORGHUM YIELD (Kg per ha)","RABI SORGHUM AREA (1000 ha)","RABI SORGHUM PRODUCTION (1000 tons)","RABI SORGHUM YIELD (Kg per ha)","SORGHUM AREA (1000 ha)","SORGHUM PRODUCTION (1000 tons)","SORGHUM YIELD (Kg per ha)","PEARL MILLET AREA (1000 ha)","PEARL MILLET PRODUCTION (1000 tons)","PEARL MILLET YIELD (Kg per ha)","MAIZE AREA (1000 ha)","MAIZE PRODUCTION (1000 tons)","MAIZE YIELD (Kg per ha)","FINGER MILLET AREA (1000 ha)","FINGER MILLET PRODUCTION (1000 tons)","FINGER MILLET YIELD (Kg per ha)","BARLEY AREA (1000 ha)","BARLEY PRODUCTION (1000 tons)","BARLEY YIELD (Kg per ha)","CHICKPEA AREA (1000 ha)","CHICKPEA PRODUCTION (1000 tons)","CHICKPEA YIELD (Kg per ha)","PIGEONPEA AREA (1000 ha)","PIGEONPEA PRODUCTION (1000 tons)","PIGEONPEA YIELD (Kg per ha)","MINOR PULSES AREA (1000 ha)","MINOR PULSES PRODUCTION (1000 tons)","MINOR PULSES YIELD (Kg per ha)","GROUNDNUT AREA (1000 ha)","GROUNDNUT PRODUCTION (1000 tons)","GROUNDNUT YIELD (Kg per ha)","SESAMUM AREA (1000 ha)","SESAMUM PRODUCTION (1000 tons)","SESAMUM YIELD (Kg per ha)","RAPESEED AND MUSTARD AREA (1000 ha)","RAPESEED AND MUSTARD PRODUCTION (1000 tons)","RAPESEED AND MUSTARD YIELD (Kg per ha)","SAFFLOWER AREA (1000 ha)","SAFFLOWER PRODUCTION (1000 tons)","SAFFLOWER YIELD (Kg per ha)","CASTOR AREA (1000 ha)","CASTOR PRODUCTION (1000 tons)","CASTOR YIELD (Kg per ha)","LINSEED AREA (1000 ha)","LINSEED PRODUCTION (1000 tons)","LINSEED YIELD (Kg per ha)","SUNFLOWER AREA (1000 ha)","SUNFLOWER PRODUCTION (1000 tons)","SUNFLOWER YIELD (Kg per ha)","SOYABEAN AREA (1000 ha)","SOYABEAN PRODUCTION (1000 tons)","SOYABEAN YIELD (Kg per ha)","OILSEEDS AREA (1000 ha)","OILSEEDS PRODUCTION (1000 tons)","OILSEEDS YIELD (Kg per ha)","SUGARCANE AREA (1000 ha)","SUGARCANE PRODUCTION (1000 tons)","SUGARCANE YIELD (Kg per ha)","COTTON AREA (1000 ha)","COTTON PRODUCTION (1000 tons)","COTTON YIELD (Kg per ha)","FRUITS AREA (1000 ha)","VEGETABLES AREA (1000 ha)","FRUITS AND VEGETABLES AREA (1000 ha)","POTATOES AREA (1000 ha)","ONION AREA (1000 ha)","FODDER AREA (1000 ha)"
"1","2016","14","Chhattisgarh","Durg","134.18","397.48","2962.0","7.13","10.19","1429.0","-1.0","-1.0","-1.0","-1.0","0.0","0.0","0.02","0.05","2304.0","-1.0","-1.0","-1.0","0.2","0.41","2091.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","13.72","16.47","1200.0","1.15","0.78","677.0","10.77","10.29","955.0","-1.0","-1.0","-1.0","0.1","0.04","420.0","0.74","0.41","553.0","0.01","0.0","300.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","0.01","-1.0","-1.0","5.55","4.65","839.0","-1.0","-1.0","-1.0","0.41","0.04","103.0","0.0","0.0","304.0","0.44","11.21","11.65","-1.0","0.1","0.0"
"1","2017","14","Chhattisgarh","Durg","126.84","173.19","1365.0","6.78","6.94","1023.0","-1.0","-1.0","-1.0","-1.0","0.0","0.0","0.02","0.02","1222.0","0.02","0.01","333.0","0.45","0.84","1864.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","15.04","11.41","759.0","1.34","0.43","322.0","12.57","7.04","560.0","-1.0","-1.0","-1.0","0.05","0.01","280.0","0.98","0.36","364.0","0.01","0.0","200.0","-1.0","-1.0","-1.0","0.11","0.02","188.0","-1.0","-1.0","-1.0","3.71","1.48","398.0","-1.0","-1.0","-1.0","0.32","0.0","1.0","0.0","0.0","267.0","-1.0","-1.0","-1.0","-1.0","0.01","-1.0"
"2","2016","14","Chhattisgarh","Bastar","132.01","276.82","2097.0","0.25","0.61","2480.0","-1.0","-1.0","-1.0","-1.0","0.0","0.0","0.18","0.34","1910.0","-1.0","-1.0","-1.0","8.71","28.54","3276.0","1.59","0.32","202.0","-1.0","-1.0","-1.0","0.23","0.27","1177.0","0.4","0.23","585.0","4.88","1.73","355.0","0.0","0.01","1250.0","0.2","0.11","520.0","1.48","1.03","696.0","-1.0","-1.0","-1.0","0.0","0.0","333.0","-1.0","-1.0","-1.0","0.02","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","0.86","0.19","223.0","-1.0","-1.0","-1.0","1.18","5.11","6.28","0.04","0.14","0.0"
"2","2017","14","Chhattisgarh","Bastar","131.77","173.93","1320.0","0.44","0.85","1949.0","-1.0","-1.0","-1.0","-1.0","0.0","0.0","0.16","0.33","2122.0","-1.0","-1.0","-1.0","9.3","30.35","3264.0","1.54","0.34","222.0","-1.0","-1.0","-1.0","0.26","0.27","1011.0","0.38","0.19","507.0","4.98","2.12","425.0","0.0","0.01","1750.0","0.13","0.05","409.0","1.0","0.61","610.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","0.01","0.0","286.0","0.04","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","0.68","0.1","153.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","0.02","0.09","-1.0"
"3","2016","14","Chhattisgarh","Raipur","179.5","580.98","3237.0","2.95","6.19","2097.0","-1.0","-1.0","-1.0","-1.0","0.0","0.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","0.38","0.7","1837.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","4.03","5.97","1479.0","0.39","0.18","463.0","16.08","18.07","1124.0","0.06","0.11","2036.0","0.32","0.15","480.0","1.03","0.54","526.0","0.02","0.01","412.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","0.01","-1.0","-1.0","0.12","0.17","1358.0","-1.0","-1.0","-1.0","0.18","0.03","175.0","0.0","0.0","400.0","0.38","4.75","5.13","0.06","0.13","0.0"
"3","2017","14","Chhattisgarh","Raipur","162.42","329.78","2030.0","4.32","7.44","1725.0","-1.0","-1.0","-1.0","-1.0","0.0","0.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","0.4","0.77","1918.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","4.19","4.98","1190.0","0.36","0.11","290.0","16.08","8.34","519.0","0.06","0.08","1306.0","0.27","0.09","315.0","1.34","0.6","451.0","0.03","0.01","379.0","-1.0","-1.0","-1.0","0.07","0.02","247.0","-1.0","-1.0","-1.0","0.15","0.08","560.0","-1.0","-1.0","-1.0","0.17","0.04","222.0","0.0","0.0","360.0","-1.0","-1.0","-1.0","0.06","0.12","-1.0"
"4","2016","14","Chhattisgarh","Bilaspur","219.09","515.66","2354.0","6.19","9.93","1605.0","-1.0","-1.0","-1.0","-1.0","0.0","0.0","0.31","0.48","1538.0","0.02","0.01","400.0","2.88","6.54","2272.0","-1.0","-1.0","-1.0","0.0","0.0","1000.0","2.32","2.64","1139.0","2.0","1.05","524.0","21.48","20.68","963.0","0.96","1.83","1917.0","0.46","0.19","411.0","1.58","0.6","379.0","0.01","0.0","400.0","0.1","0.03","276.0","-1.0","-1.0","-1.0","0.01","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","0.05","0.01","283.0","-1.0","-1.0","-1.0","0.41","5.1","5.51","0.28","0.22","0.0"
"4","2017","14","Chhattisgarh","Bilaspur","217.58","245.06","1126.0","6.26","9.16","1465.0","-1.0","-1.0","-1.0","-1.0","0.0","0.0","0.28","0.41","1450.0","0.02","0.01","438.0","2.52","4.96","1971.0","-1.0","-1.0","-1.0","0.02","0.01","556.0","1.95","1.91","982.0","1.53","0.64","419.0","10.17","5.73","563.0","0.93","1.35","1453.0","0.51","0.16","313.0","1.35","0.51","375.0","0.01","0.0","250.0","-1.0","-1.0","-1.0","0.77","0.18","235.0","0.04","-1.0","-1.0","0.06","0.03","466.0","-1.0","-1.0","-1.0","0.06","0.0","75.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","0.18","0.12","-1.0"
"5","2016","14","Chhattisgarh","Raigarh","243.09","560.34","2305.0","2.78","5.35","1922.0","-1.0","-1.0","-1.0","-1.0","0.0","0.0","0.0","0.01","2000.0","0.01","0.0","500.0","0.89","2.19","2468.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","0.49","0.62","1260.0","2.36","1.64","692.0","25.83","9.12","353.0","6.59","11.77","1785.0","2.5","1.33","534.0","1.25","0.6","479.0","0.01","0.0","222.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","1.5","-1.0","-1.0","0.0","0.0","667.0","-1.0","-1.0","-1.0","0.44","0.07","156.0","-1.0","-1.0","-1.0","0.76","7.12","7.88","1.08","-1.0","0.0"
"5","2017","14","Chhattisgarh","Raigarh","227.21","407.75","1795.0","3.0","5.29","1761.0","-1.0","-1.0","-1.0","-1.0","0.0","0.0","0.0","0.01","2000.0","0.01","0.0","429.0","0.86","2.13","2487.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","0.42","0.43","1033.0","2.27","1.01","446.0","24.42","6.93","284.0","5.86","7.8","1332.0","2.49","0.99","397.0","1.29","0.61","474.0","0.01","0.0","250.0","-1.0","-1.0","-1.0","0.27","0.07","264.0","0.7","-1.0","-1.0","0.01","0.0","600.0","-1.0","-1.0","-1.0","0.33","0.06","193.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","0.93","0.08","-1.0"
"6","2016","14","Chhattisgarh","Surguja","118.03","195.87","1660.0","5.2","7.36","1416.0","-1.0","-1.0","-1.0","-1.0","0.0","0.0","0.11","0.18","1616.0","-1.0","-1.0","-1.0","9.47","20.54","2169.0","0.0","0.0","250.0","0.1","0.09","979.0","1.35","1.41","1041.0","3.95","2.52","638.0","9.02","2.92","323.0","2.6","4.21","1622.0","0.25","0.1","402.0","5.49","2.55","464.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","0.03","0.0","80.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","2.03","0.23","113.0","-1.0","-1.0","-1.0","0.44","7.29","7.73","2.43","0.54","0.0"
"6","2017","14","Chhattisgarh","Surguja","116.71","173.3","1485.0","5.41","8.2","1516.0","-1.0","-1.0","-1.0","-1.0","0.0","0.0","0.13","0.16","1203.0","-1.0","-1.0","-1.0","9.03","19.32","2141.0","0.0","0.0","250.0","0.08","0.07","961.0","1.4","1.06","758.0","3.72","1.5","404.0","8.53","2.69","315.0","2.64","3.25","1229.0","0.25","0.07","288.0","5.58","2.64","473.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","2.78","0.68","243.0","0.02","0.0","87.0","0.0","0.0","250.0","-1.0","-1.0","-1.0","1.97","0.5","251.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","2.4","0.56","-1.0"
"7","2016","6","Madhya Pradesh","Jabalpur","115.0","322.66","2806.0","131.0","489.0","3733.0","0.0","0.0","0.0","-1.0","-1.0","-1.0","0.0","0.0","0.0","0.0","0.0","0.0","7.0","17.0","2429.0","-1.0","-1.0","-1.0","0.0","0.0","0.0","62.0","115.0","1855.0","18.0","24.0","1333.0","128.0","146.42","1144.0","0.0","0.0","0.0","0.0","0.0","0.0","6.0","7.0","1167.0","1.42","0.88","620.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.0","3.0","1000.0","-1.0","-1.0","-1.0","0.0","0.0","0.0","0.0","0.0","0.0","1.25","12.27","13.52","2.59","1.58","0.0"
"7","2017","6","Madhya Pradesh","Jabalpur","109.0","271.62","2492.0","171.56","647.64","3775.0","0.04","0.1","2500.0","-1.0","-1.0","-1.0","0.04","0.1","2500.0","0.0","0.0","0.0","7.0","17.53","2504.0","-1.0","-1.0","-1.0","0.0","0.0","0.0","72.9","152.0","2085.0","12.19","10.62","871.0","134.35","177.75","1323.0","0.14","0.13","929.0","1.0","0.39","390.0","11.7","9.36","800.0","0.0","0.0","0.0","0.0","0.0","0.0","1.3","0.91","700.0","0.0","0.0","0.0","7.0","3.34","477.0","-1.0","-1.0","-1.0","3.37","1.79","530.0","0.0","0.0","0.0","1.36","13.57","14.93","2.85","1.89","0.0"
"8","2016","6","Madhya Pradesh","Balaghat","272.0","675.33","2483.0","35.0","64.0","1829.0","0.0","0.0","0.0","-1.0","-1.0","-1.0","0.0","0.0","0.0","0.0","0.0","0.0","9.0","27.0","3000.0","-1.0","-1.0","-1.0","0.0","0.0","0.0","38.0","54.0","1421.0","11.0","13.0","1182.0","21.0","10.0","476.0","0.0","0.0","0.0","2.0","2.0","1000.0","27.0","25.0","926.0","3.62","2.69","743.0","0.0","0.0","0.0","25.0","5.0","200.0","0.0","0.0","0.0","0.0","0.0","0.0","-1.0","-1.0","-1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.18","3.38","3.56","0.94","0.44","0.0"
"8","2017","6","Madhya Pradesh","Balaghat","220.21","395.48","1796.0","55.56","138.12","2486.0","0.0","0.0","0.0","-1.0","-1.0","-1.0","0.0","0.0","0.0","0.0","0.0","0.0","10.04","29.37","2925.0","-1.0","-1.0","-1.0","0.3","0.48","1600.0","61.0","91.2","1495.0","8.7","15.66","1800.0","46.47","37.21","801.0","0.03","0.03","1000.0","2.0","1.75","875.0","20.37","6.21","305.0","0.3","0.17","567.0","0.01","0.0","0.0","20.86","7.8","374.0","0.0","0.0","0.0","0.01","0.01","1000.0","-1.0","-1.0","-1.0","3.7","1.91","515.0","0.0","0.0","0.0","0.19","3.17","3.36","0.95","0.45","0.0"
"9","2016","6","Madhya Pradesh","Chhindwara","35.0","53.33","1524.0","179.0","578.0","3229.0","16.0","32.0","2000.0","-1.0","-1.0","-1.0","16.0","32.0","2000.0","0.0","0.0","0.0","213.0","1071.0","5028.0","-1.0","-1.0","-1.0","0.0","0.0","0.0","75.0","104.0","1387.0","38.0","46.0","1211.0","10.0","6.0","600.0","27.0","50.0","1852.0","3.0","0.15","51.0","0.0","0.0","0.0","1.4","0.15","107.0","0.0","0.0","0.0","0.0","0.0","0.0","0.35","0.35","1000.0","73.0","96.0","1315.0","-1.0","-1.0","-1.0","0.0","0.0","0.0","45.0","9.0","192.0","9.55","22.82","32.37","8.0","3.3","1.0"
"9","2017","6","Madhya Pradesh","Chhindwara","34.01","42.06","1237.0","181.0","619.2","3421.0","14.0","32.9","2350.0","-1.0","-1.0","-1.0","14.0","32.9","2350.0","0.0","0.0","0.0","263.5","1326.45","5034.0","-1.0","-1.0","-1.0","0.0","0.0","0.0","66.0","105.6","1600.0","38.9","46.68","1200.0","21.4","20.29","948.0","16.44","24.83","1510.0","2.5","1.75","700.0","3.5","5.95","1700.0","0.0","0.0","0.0","0.0","0.0","0.0","1.5","1.65","1100.0","0.0","0.0","0.0","28.0","49.95","1784.0","-1.0","-1.0","-1.0","11.0","4.4","400.0","48.0","10.0","202.0","8.64","20.72","29.36","8.56","3.59","0.0"
"10","2016","6","Madhya Pradesh","Narsinghpur","55.0","154.66","2812.0","100.0","404.0","4040.0","1.0","2.0","2000.0","-1.0","-1.0","-1.0","1.0","2.0","2000.0","0.0","0.0","0.0","4.0","7.0","1750.0","-1.0","-1.0","-1.0","0.0","0.0","0.0","98.0","171.0","1745.0","69.0","108.0","1565.0","128.0","145.0","1133.0","0.0","0.0","0.0","2.0","1.0","500.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.35","0.35","1000.0","52.0","72.0","1385.0","-1.0","-1.0","-1.0","55.0","401.8","7305.0","0.0","0.0","0.0","0.19","7.89","8.07","1.63","1.51","1.0"
"10","2017","6","Madhya Pradesh","Narsinghpur","39.1","181.3","4637.0","92.0","320.71","3486.0","0.8","1.46","1825.0","-1.0","-1.0","-1.0","0.8","1.46","1825.0","1.0","2.54","2540.0","5.0","8.84","1768.0","-1.0","-1.0","-1.0","0.0","0.0","0.0","101.5","152.86","1506.0","62.5","103.0","1648.0","125.88","148.15","1177.0","0.02","0.04","2000.0","0.4","0.34","850.0","2.5","2.98","1192.0","0.0","0.0","0.0","0.0","0.0","0.0","0.01","0.01","1000.0","0.0","0.0","0.0","43.5","13.62","313.0","-1.0","-1.0","-1.0","51.1","30.07","588.0","0.0","0.0","0.0","0.12","5.22","5.34","1.64","1.7","1.0"
"11","2016","6","Madhya Pradesh","Seoni","182.0","450.0","2473.0","151.0","445.0","2947.0","0.0","0.0","0.0","-1.0","-1.0","-1.0","0.0","0.0","0.0","0.0","0.0","0.0","116.0","536.0","4621.0","-1.0","-1.0","-1.0","0.0","0.0","0.0","43.0","56.0","1302.0","16.0","18.0","1125.0","73.0","54.0","740.0","6.0","7.0","1167.0","0.0","0.0","0.0","0.0","0.0","0.0","0.06","0.05","833.0","0.0","0.0","0.0","7.0","2.0","286.0","0.1","0.1","1000.0","26.0","36.0","1385.0","-1.0","-1.0","-1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.73","6.41","7.14","1.4","0.81","1.0"
"11","2017","6","Madhya Pradesh","Seoni","133.13","319.98","2404.0","200.72","523.88","2610.0","0.5","1.12","2240.0","-1.0","-1.0","-1.0","0.5","1.12","2240.0","0.0","0.0","0.0","99.7","462.56","4640.0","-1.0","-1.0","-1.0","0.0","0.0","0.0","40.0","40.6","1015.0","13.7","22.56","1647.0","42.61","31.45","738.0","5.22","4.78","916.0","0.0","0.0","0.0","1.4","0.64","457.0","0.0","0.0","0.0","0.0","0.0","0.0","6.5","3.18","489.0","0.0","0.0","0.0","31.0","2.73","88.0","-1.0","-1.0","-1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.44","5.48","5.93","1.34","0.74","0.0"
"12","2016","6","Madhya Pradesh","Mandla","143.0","318.0","2224.0","49.0","162.0","3306.0","0.0","0.0","0.0","-1.0","-1.0","-1.0","0.0","0.0","0.0","0.0","0.0","0.0","19.0","46.0","2421.0","-1.0","-1.0","-1.0","0.09","0.28","3111.0","30.0","38.0","1267.0","10.0","11.0","1100.0","29.0","30.0","1034.0","0.0","0.0","0.0","1.0","0.49","490.0","17.0","11.0","647.0","0.06","0.06","1000.0","0.0","0.0","0.0","8.0","4.0","500.0","0.05","0.05","1000.0","1.0","1.0","1000.0","-1.0","-1.0","-1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.08","2.07","2.15","0.31","0.07","0.0"
"12","2017","6","Madhya Pradesh","Mandla","136.3","566.0","4153.0","46.0","121.3","2637.0","4.3","9.98","2321.0","-1.0","-1.0","-1.0","4.3","9.98","2321.0","0.0","0.0","0.0","19.5","41.15","2110.0","-1.0","-1.0","-1.0","0.0","0.0","0.0","12.5","15.86","1269.0","7.5","11.2","1493.0","48.07","32.52","677.0","0.0","0.0","0.0","1.3","0.64","492.0","17.0","8.36","492.0","0.0","0.0","0.0","0.0","0.0","0.0","3.67","1.79","488.0","0.0","0.0","0.0","2.7","0.36","133.0","-1.0","-1.0","-1.0","2.81","1.01","358.0","0.0","0.0","0.0","0.08","1.99","2.07","0.32","0.18","0.0"
"13","2016","6","Madhya Pradesh","Sagar","6.0","6.0","1000.0","202.0","557.0","2757.0","3.0","4.0","1333.0","-1.0","-1.0","-1.0","3.0","4.0","1333.0","0.0","0.0","0.0","5.0","6.0","1200.0","-1.0","-1.0","-1.0","3.0","7.0","2333.0","178.0","247.0","1388.0","19.0","25.0","1316.0","204.0","182.0","892.0","1.0","1.0","1000.0","2.0","1.0","500.0","0.0","0.0","0.0","1.52","0.16","105.0","0.0","0.0","0.0","4.0","2.0","500.0","0.05","0.05","1000.0","290.0","155.0","534.0","-1.0","-1.0","-1.0","0.3","1.4","4667.0","0.0","0.0","0.0","0.03","13.19","13.22","6.0","10.5","11.0"
"13","2017","6","Madhya Pradesh","Sagar","5.06","5.69","1125.0","278.0","893.21","3213.0","7.0","15.75","2250.0","-1.0","-1.0","-1.0","7.0","15.75","2250.0","0.0","0.0","0.0","3.6","3.78","1050.0","-1.0","-1.0","-1.0","1.0","1.0","1000.0","183.0","241.56","1320.0","12.6","24.07","1910.0","217.57","297.16","1366.0","0.47","0.44","936.0","1.06","0.32","302.0","3.51","2.81","801.0","0.0","0.0","0.0","0.0","0.0","0.0","1.82","0.78","429.0","0.24","0.2","833.0","216.2","127.13","588.0","-1.0","-1.0","-1.0","0.49","0.24","480.0","0.0","0.0","0.0","0.04","12.15","12.19","5.5","9.5","8.0"
"14","2016","6","Madhya Pradesh","Damoh","80.0","150.0","1875.0","95.0","333.0","3505.0","3.0","6.0","2000.0","-1.0","-1.0","-1.0","3.0","6.0","2000.0","0.0","0.0","0.0","5.0","9.0","1800.0","-1.0","-1.0","-1.0","0.1","0.29","2900.0","174.0","243.0","1397.0","36.0","53.0","1472.0","142.0","124.7","878.0","2.0","3.0","1500.0","3.0","2.0","667.0","0.0","0.0","0.0","0.48","0.35","729.0","0.0","0.0","0.0","2.0","1.0","500.0","0.2","0.2","1000.0","70.0","60.0","857.0","-1.0","-1.0","-1.0","4.0","1.8","450.0","0.0","0.0","0.0","0.06","4.53","4.59","1.27","3.12","0.0"
"14","2017","6","Madhya Pradesh","Damoh","75.73","126.22","1667.0","81.6","285.6","3500.0","3.1","7.29","2352.0","-1.0","-1.0","-1.0","3.1","7.29","2352.0","0.0","0.0","0.0","5.08","9.74","1917.0","-1.0","-1.0","-1.0","0.1","0.1","1000.0","185.75","278.63","1500.0","36.2","52.49","1450.0","168.21","212.03","1261.0","1.65","2.39","1448.0","2.5","1.48","592.0","3.5","2.8","800.0","0.0","0.0","0.0","0.0","0.0","0.0","1.11","0.89","802.0","0.0","0.0","0.0","66.5","89.78","1350.0","-1.0","-1.0","-1.0","0.6","0.15","250.0","0.0","0.0","0.0","0.06","1.91","1.97","1.59","3.64","0.0"
"15","2016","6","Madhya Pradesh","Tikamgarh","6.0","6.0","1000.0","150.0","421.0","2807.0","1.0","1.0","1000.0","-1.0","-1.0","-1.0","1.0","1.0","1000.0","0.0","0.0","0.0","1.0","2.0","2000.0","-1.0","-1.0","-1.0","7.0","21.0","3000.0","19.0","25.0","1316.0","7.0","7.0","1000.0","150.0","179.0","1193.0","23.0","35.0","1522.0","46.0","16.0","348.0","13.0","13.0","1000.0","0.03","0.01","333.0","0.0","0.0","0.0","0.0","0.0","0.0","0.1","0.1","1000.0","22.0","20.0","909.0","-1.0","-1.0","-1.0","5.0","3.4","680.0","0.0","0.0","0.0","0.13","11.88","12.01","2.54","1.11","7.0"
"15","2017","6","Madhya Pradesh","Tikamgarh","4.56","1.64","360.0","97.19","243.07","2501.0","1.0","2.04","2040.0","-1.0","-1.0","-1.0","1.0","2.04","2040.0","0.0","0.0","0.0","1.7","1.79","1053.0","-1.0","-1.0","-1.0","7.4","23.55","3182.0","12.4","14.09","1136.0","0.06","0.09","1500.0","150.15","146.75","977.0","16.49","20.94","1270.0","30.0","9.0","300.0","11.45","8.89","776.0","0.0","0.0","0.0","0.0","0.0","0.0","0.7","0.24","343.0","0.0","0.0","0.0","23.5","13.49","574.0","-1.0","-1.0","-1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.15","4.66","4.81","0.94","0.55","4.0"
"16","2016","6","Madhya Pradesh","Chhatarpur","8.0","8.66","1083.0","209.0","596.0","2852.0","2.0","3.0","1500.0","-1.0","-1.0","-1.0","2.0","3.0","1500.0","0.0","0.0","0.0","1.0","1.0","1000.0","-1.0","-1.0","-1.0","9.0","28.0","3111.0","88.0","132.0","1500.0","10.0","11.0","1100.0","151.0","159.0","1053.0","13.0","23.0","1769.0","80.0","30.0","375.0","14.0","14.0","1000.0","1.8","0.36","200.0","0.0","0.0","0.0","6.0","5.0","833.0","0.0","0.0","0.0","42.0","45.0","1071.0","-1.0","-1.0","-1.0","0.23","0.7","3043.0","0.0","0.0","0.0","0.22","12.82","13.04","1.4","1.13","4.0"
"16","2017","6","Madhya Pradesh","Chhatarpur","6.33","2.98","471.0","175.31","424.07","2419.0","7.0","16.35","2336.0","-1.0","-1.0","-1.0","7.0","16.35","2336.0","0.01","0.03","3000.0","1.1","0.93","845.0","-1.0","-1.0","-1.0","15.9","60.34","3795.0","49.99","60.39","1208.0","8.0","5.4","675.0","141.76","143.25","1011.0","14.02","19.99","1426.0","97.5","43.29","444.0","11.94","12.79","1071.0","0.0","0.0","0.0","0.0","0.0","0.0","6.38","4.76","746.0","0.0","0.0","0.0","30.8","26.09","847.0","-1.0","-1.0","-1.0","0.12","0.03","217.0","0.0","0.0","0.0","0.21","9.1","9.32","0.28","0.3","9.0"
"17","2016","6","Madhya Pradesh","Panna","69.0","179.33","2599.0","77.0","236.0","3065.0","4.0","8.0","2000.0","-1.0","-1.0","-1.0","4.0","8.0","2000.0","0.0","0.0","0.0","2.0","4.0","2000.0","-1.0","-1.0","-1.0","6.0","19.0","3167.0","94.0","140.0","1489.0","20.0","26.0","1300.0","77.0","126.0","1636.0","0.0","0.0","0.0","35.0","16.0","457.0","8.0","6.0","750.0","0.24","0.19","792.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","22.0","19.0","864.0","-1.0","-1.0","-1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.28","5.43","5.71","0.67","1.31","0.0"
"17","2017","6","Madhya Pradesh","Panna","58.4","140.2","2401.0","77.79","210.5","2706.0","7.6","17.63","2320.0","-1.0","-1.0","-1.0","7.6","17.63","2320.0","0.0","0.0","0.0","2.6","3.51","1350.0","-1.0","-1.0","-1.0","4.0","8.35","2088.0","93.67","167.11","1784.0","16.7","27.54","1649.0","75.09","68.21","908.0","0.0","0.0","0.0","34.6","19.58","566.0","12.6","10.87","863.0","0.0","0.0","0.0","0.0","0.0","0.0","0.21","0.13","619.0","0.0","0.0","0.0","17.5","19.3","1103.0","-1.0","-1.0","-1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.36","2.6","2.95","0.61","1.31","0.0"
"18","2016","6","Madhya Pradesh","Rewa","126.0","352.0","2794.0","195.0","560.0","2872.0","22.0","29.0","1318.0","-1.0","-1.0","-1.0","22.0","29.0","1318.0","0.0","0.0","0.0","4.0","6.0","1500.0","-1.0","-1.0","-1.0","4.0","14.0","3500.0","65.0","98.0","1508.0","41.0","56.0","1366.0","74.0","56.0","757.0","0.0","0.0","0.0","8.0","2.0","250.0","14.0","11.0","786.0","0.17","0.18","1059.0","0.0","0.0","0.0","10.0","6.0","600.0","0.0","0.0","0.0","48.0","41.0","854.0","-1.0","-1.0","-1.0","0.0","0.0","0.0","0.0","0.0","0.0","1.37","8.39","9.76","4.56","9.56","0.0"
