"Dist Code","Year","State Code","State Name","Dist Name","RICE AREA (1000 ha)","RICE PRODUCTION (1000 tons)","RICE YIELD (Kg per ha)","WHEAT AREA (1000 ha)","WHEAT PRODUCTION (1000 tons)","WHEAT YIELD (Kg per ha)","KHARIF SORGHUM AREA (1000 ha)","KHARIF SORGHUM PRODUCTION (1000 tons)","KHARIF SORGHUM YIELD (Kg per ha)","RABI SORGHUM AREA (1000 ha)","RABI SORGHUM PRODUCTION (1000 tons)","RABI SORGHUM YIELD (Kg per ha)","SORGHUM AREA (1000 ha)","SORGHUM PRODUCTION (1000 tons)","SORGHUM YIELD (Kg per ha)","PEARL MILLET AREA (1000 ha)","PEARL MILLET PRODUCTION (1000 tons)","PEARL MILLET YIELD (Kg per ha)","MAIZE AREA (1000 ha)","MAIZE PRODUCTION (1000 tons)","MAIZE YIELD (Kg per ha)","FINGER MILLET AREA (1000 ha)","FINGER MILLET PRODUCTION (1000 tons)","FINGER MILLET YIELD (Kg per ha)","BARLEY AREA (1000 ha)","BARLEY PRODUCTION (1000 tons)","BARLEY YIELD (Kg per ha)","CHICKPEA AREA (1000 ha)","CHICKPEA PRODUCTION (1000 tons)","CHICKPEA YIELD (Kg per ha)","PIGEONPEA AREA (1000 ha)","PIGEONPEA PRODUCTION (1000 tons)","PIGEONPEA YIELD (Kg per ha)","MINOR PULSES AREA (1000 ha)","MINOR PULSES PRODUCTION (1000 tons)","MINOR PULSES YIELD (Kg per ha)","GROUNDNUT AREA (1000 ha)","GROUNDNUT PRODUCTION (1000 tons)","GROUNDNUT YIELD (Kg per ha)","SESAMUM AREA (1000 ha)","SESAMUM PRODUCTION (1000 tons)","SESAMUM YIELD (Kg per ha)","RAPESEED AND MUSTARD AREA (1000 ha)","RAPESEED AND MUSTARD PRODUCTION (1000 tons)","RAPESEED AND MUSTARD YIELD (Kg per ha)","SAFFLOWER AREA (1000 ha)","SAFFLOWER PRODUCTION (1000 tons)","SAFFLOWER YIELD (Kg per ha)","CASTOR AREA (1000 ha)","CASTOR PRODUCTION (1000 tons)","CASTOR YIELD (Kg per ha)","LINSEED AREA (1000 ha)","LINSEED PRODUCTION (1000 tons)","LINSEED YIELD (Kg per ha)","SUNFLOWER AREA (1000 ha)","SUNFLOWER PRODUCTION (1000 tons)","SUNFLOWER YIELD (Kg per ha)","SOYABEAN AREA (1000 ha)","SOYABEAN PRODUCTION (1000 tons)","SOYABEAN YIELD (Kg per ha)","OILSEEDS AREA (1000 ha)","OILSEEDS PRODUCTION (1000 tons)","OILSEEDS YIELD (Kg per ha)","SUGARCANE AREA (1000 ha)","SUGARCANE PRODUCTION (1000 tons)","SUGARCANE YIELD (Kg per ha)","COTTON AREA (1000 ha)","COTTON PRODUCTION (1000 tons)","COTTON YIELD (Kg per ha)","FRUITS AREA (1000 ha)","VEGETABLES AREA (1000 ha)","FRUITS AND VEGETABLES AREA (1000 ha)","POTATOES AREA (1000 ha)","ONION AREA (1000 ha)","FODDER AREA (1000 ha)"
"709","2016","8","Orissa","Mayurbhanja","306.67","723.12","2358.0","0.31","0.58","1871.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","7.44","17.75","2386.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","5.22","4.11","787.0","8.95","7.26","811.0","50.23","25.17","501.0","6.14","12.34","2010.0","1.62","0.65","401.0","5.89","2.27","385.0","-1.0","-1.0","-1.0","0.19","0.1","526.0","4.6","2.17","472.0","0.19","0.19","1000.0","-1.0","-1.0","-1.0","19.38","17.99","928.0","-1.0","0.0","0.0","-1.0","-1.0","-1.0","40.7","32.7","73.4","1.1","0.81","0.0"
"709","2017","8","Orissa","Mayurbhanja","324.09","655.66","2023.0","0.16","0.31","1938.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","3.84","8.92","2323.0","0.46","0.32","696.0","-1.0","-1.0","-1.0","4.2","3.37","802.0","8.45","8.37","991.0","67.19","35.7","531.0","5.5","10.68","1942.0","2.39","0.94","393.0","7.0","3.07","439.0","-1.0","-1.0","-1.0","0.28","0.17","607.0","3.5","1.72","491.0","0.24","0.3","1250.0","-1.0","-1.0","-1.0","20.73","17.59","849.0","-1.0","0.0","0.0","-1.0","-1.0","-1.0","40.23","32.7","72.93","1.1","0.81","0.0"
"710","2016","8","Orissa","Phulbani(Kandhamal)","40.77","73.1","1793.0","0.01","0.01","1000.0","0.07","0.04","571.0","-1.0","-1.0","-1.0","0.07","0.04","571.0","0.07","0.04","571.0","18.1","43.77","2418.0","1.9","1.54","811.0","-1.0","-1.0","-1.0","0.13","0.11","846.0","4.62","4.11","890.0","19.76","8.14","412.0","2.19","3.41","1557.0","1.1","0.38","345.0","17.74","7.89","445.0","-1.0","-1.0","-1.0","0.29","0.17","586.0","-1.0","-1.0","-1.0","0.19","0.18","947.0","-1.0","-1.0","-1.0","31.48","15.17","482.0","-1.0","0.0","0.0","1.0","1.0","2.0","20.73","21.09","41.82","1.5","0.41","0.0"
"710","2017","8","Orissa","Phulbani(Kandhamal)","30.12","47.02","1561.0","0.01","0.02","2000.0","0.07","0.05","714.0","-1.0","-1.0","-1.0","0.07","0.05","714.0","0.07","0.05","714.0","15.9","43.21","2718.0","2.18","1.91","876.0","-1.0","-1.0","-1.0","0.2","0.19","950.0","4.63","4.16","898.0","20.41","9.36","459.0","5.58","10.02","1796.0","0.8","0.3","375.0","12.0","5.21","434.0","-1.0","-1.0","-1.0","0.45","0.28","622.0","-1.0","-1.0","-1.0","0.32","0.42","1313.0","-1.0","-1.0","-1.0","28.81","19.83","688.0","-1.0","0.0","0.0","1.0","2.0","2.0","20.74","21.12","41.86","1.5","0.41","0.0"
"711","2016","8","Orissa","Puri","107.74","293.09","2720.0","0.05","0.07","1400.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","0.17","0.34","2000.0","0.08","0.05","625.0","-1.0","-1.0","-1.0","0.06","0.04","667.0","-1.0","-1.0","-1.0","59.55","27.3","458.0","17.78","36.72","2065.0","0.91","0.31","341.0","1.63","0.51","313.0","-1.0","-1.0","-1.0","0.02","0.01","500.0","0.51","0.19","373.0","0.72","0.81","1125.0","-1.0","-1.0","-1.0","21.57","38.55","1787.0","0.26","1.73","6662.0","-1.0","-1.0","-1.0","23.44","13.99","37.43","0.5","0.24","0.0"
"711","2017","8","Orissa","Puri","101.7","171.67","1688.0","0.05","0.08","1600.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","0.17","0.42","2471.0","0.11","0.1","909.0","-1.0","-1.0","-1.0","0.1","0.1","1000.0","-1.0","-1.0","-1.0","59.7","29.7","497.0","11.35","21.78","1919.0","1.31","0.45","344.0","2.0","0.92","460.0","-1.0","-1.0","-1.0","0.02","0.01","500.0","0.76","0.35","461.0","0.47","0.58","1234.0","-1.0","-1.0","-1.0","15.91","24.09","1514.0","0.35","2.66","7591.0","-1.0","-1.0","-1.0","23.44","14.0","37.44","0.5","0.24","0.0"
"712","2016","8","Orissa","Sambalpur","160.06","306.93","1918.0","0.1","0.16","1600.0","0.01","0.01","1000.0","-1.0","-1.0","-1.0","0.01","0.01","1000.0","-1.0","-1.0","-1.0","5.08","12.35","2431.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","0.25","0.18","720.0","2.77","2.51","906.0","48.07","21.71","452.0","1.03","1.67","1621.0","18.62","7.12","382.0","6.21","3.04","490.0","-1.0","-1.0","-1.0","0.01","0.01","1000.0","-1.0","-1.0","-1.0","0.12","0.11","917.0","-1.0","-1.0","-1.0","25.99","11.95","460.0","0.04","0.27","6650.0","-1.0","-1.0","-1.0","19.12","18.4","37.52","1.0","1.52","0.0"
"712","2017","8","Orissa","Sambalpur","137.38","151.45","1102.0","0.09","0.16","1778.0","0.01","0.01","1000.0","-1.0","-1.0","-1.0","0.01","0.01","1000.0","-1.0","-1.0","-1.0","4.11","9.92","2414.0","0.01","0.01","1000.0","-1.0","-1.0","-1.0","0.3","0.2","667.0","2.94","2.63","895.0","53.35","26.1","489.0","1.84","3.46","1880.0","17.31","7.01","405.0","5.2","2.24","431.0","-1.0","-1.0","-1.0","0.01","0.01","1000.0","-1.0","-1.0","-1.0","0.16","0.21","1313.0","-1.0","-1.0","-1.0","24.57","12.95","527.0","0.05","0.33","6540.0","-1.0","-1.0","-1.0","19.14","18.44","37.58","1.0","1.52","0.0"
"713","2016","8","Orissa","Sundargarh","207.74","352.36","1696.0","1.02","1.87","1833.0","1.08","0.63","583.0","-1.0","-1.0","-1.0","1.08","0.63","583.0","0.03","0.02","667.0","8.34","21.32","2556.0","1.97","1.58","802.0","-1.0","-1.0","-1.0","4.89","3.2","654.0","7.1","6.73","948.0","60.54","29.54","488.0","3.53","5.4","1530.0","20.4","7.97","391.0","9.91","4.36","440.0","-1.0","-1.0","-1.0","0.26","0.15","577.0","1.17","0.55","470.0","0.19","0.22","1158.0","-1.0","-1.0","-1.0","37.83","19.73","522.0","0.07","0.51","7314.0","-1.0","-1.0","-1.0","20.28","30.32","50.6","1.55","1.81","0.0"
"713","2017","8","Orissa","Sundargarh","198.96","349.97","1759.0","0.4","0.75","1875.0","1.26","0.8","635.0","-1.0","-1.0","-1.0","1.26","0.8","635.0","0.03","0.02","667.0","8.5","21.92","2579.0","4.1","3.67","895.0","-1.0","-1.0","-1.0","2.4","1.73","721.0","7.37","6.74","915.0","57.94","29.0","501.0","3.57","5.91","1655.0","19.81","7.85","396.0","7.0","3.03","433.0","-1.0","-1.0","-1.0","0.25","0.15","600.0","1.0","0.5","500.0","0.25","0.33","1320.0","-1.0","-1.0","-1.0","33.32","18.42","553.0","0.18","1.33","7367.0","-1.0","-1.0","-1.0","20.3","30.32","50.62","1.53","1.81","0.0"
"714","2016","8","Orissa","Bhadrak","155.95","483.76","3102.0","0.01","0.02","2000.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","0.31","0.66","2129.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","12.63","6.42","508.0","0.65","1.33","2046.0","0.32","0.15","469.0","0.6","0.33","550.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","0.53","0.63","1189.0","-1.0","-1.0","-1.0","2.1","2.44","1162.0","0.13","0.94","7200.0","-1.0","-1.0","-1.0","10.38","22.68","33.06","0.55","0.34","0.0"
"714","2017","8","Orissa","Bhadrak","158.26","307.4","1942.0","0.12","0.23","1917.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","0.16","0.36","2250.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","0.1","0.09","900.0","-1.0","-1.0","-1.0","16.4","8.34","509.0","1.15","2.35","2043.0","0.52","0.21","404.0","1.97","0.87","442.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","0.36","0.45","1250.0","-1.0","-1.0","-1.0","4.0","3.88","970.0","0.35","2.7","7700.0","-1.0","-1.0","-1.0","10.37","22.75","33.12","0.55","0.34","0.0"
"716","2016","8","Orissa","Jagatsinghapur","87.87","261.97","2981.0","0.01","0.02","2000.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","0.17","0.44","2588.0","0.01","0.01","1000.0","-1.0","-1.0","-1.0","0.03","0.02","667.0","0.02","0.02","1000.0","60.12","27.29","454.0","6.48","12.38","1910.0","0.09","0.03","333.0","0.65","0.23","354.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","0.4","0.36","900.0","-1.0","-1.0","-1.0","7.62","13.0","1706.0","0.86","5.94","6908.0","-1.0","-1.0","-1.0","6.52","17.18","23.7","0.5","0.37","0.0"
"716","2017","8","Orissa","Jagatsinghapur","78.98","153.09","1938.0","0.09","0.17","1889.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","0.18","0.52","2889.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","0.1","0.1","1000.0","-1.0","-1.0","-1.0","63.78","32.06","503.0","7.65","14.74","1927.0","0.18","0.07","389.0","1.0","0.41","410.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","0.65","0.8","1231.0","-1.0","-1.0","-1.0","9.48","16.02","1690.0","1.25","5.94","4753.0","-1.0","-1.0","-1.0","6.52","17.18","23.7","0.5","0.37","0.0"
"717","2016","8","Orissa","Jajapur","105.27","271.47","2579.0","0.07","0.12","1714.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","2.38","5.02","2109.0","0.01","0.01","1000.0","-1.0","-1.0","-1.0","0.15","0.11","733.0","3.04","2.23","734.0","53.09","24.12","454.0","30.61","62.37","2038.0","0.45","0.18","400.0","2.26","0.94","416.0","-1.0","-1.0","-1.0","0.06","0.04","667.0","0.06","0.03","500.0","0.04","0.04","1000.0","-1.0","-1.0","-1.0","33.48","63.6","1900.0","1.21","8.83","7298.0","-1.0","-1.0","-1.0","8.19","22.28","30.47","0.7","0.88","0.0"
"717","2017","8","Orissa","Jajapur","107.33","147.68","1376.0","0.11","0.2","1818.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","2.33","5.06","2172.0","0.01","0.01","1000.0","-1.0","-1.0","-1.0","0.2","0.15","750.0","1.01","0.84","832.0","46.02","23.2","504.0","24.11","46.33","1922.0","0.79","0.29","367.0","2.9","1.29","445.0","-1.0","-1.0","-1.0","0.06","0.04","667.0","0.2","0.1","500.0","0.07","0.1","1429.0","-1.0","-1.0","-1.0","28.13","48.15","1712.0","1.09","8.61","7898.0","-1.0","-1.0","-1.0","8.18","22.29","30.47","0.7","0.88","0.0"
"718","2016","8","Orissa","Kendrapara","124.78","324.18","2598.0","0.02","0.03","1500.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","0.13","0.23","1769.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","0.03","0.03","1000.0","0.03","0.02","667.0","75.25","35.17","467.0","7.12","11.05","1552.0","0.18","0.06","333.0","1.95","0.61","313.0","-1.0","-1.0","-1.0","0.02","0.01","500.0","0.04","0.02","500.0","0.17","0.16","941.0","-1.0","-1.0","-1.0","9.48","11.91","1256.0","0.41","2.65","6471.0","-1.0","-1.0","-1.0","5.68","19.04","24.72","0.9","0.51","0.0"
"718","2017","8","Orissa","Kendrapara","121.88","168.17","1380.0","0.12","0.22","1833.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","0.14","0.36","2571.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","0.1","0.1","1000.0","0.03","0.02","667.0","77.5","39.11","505.0","0.95","2.02","2126.0","0.13","0.04","308.0","2.0","0.87","435.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","0.1","0.04","400.0","0.21","0.26","1238.0","-1.0","-1.0","-1.0","3.39","3.23","953.0","0.45","3.5","7780.0","-1.0","-1.0","-1.0","5.67","19.04","24.71","0.9","0.51","0.0"
"719","2016","8","Orissa","Angul","78.84","184.45","2340.0","0.04","0.07","1750.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","6.31","14.45","2290.0","0.07","0.06","857.0","-1.0","-1.0","-1.0","1.72","1.24","721.0","9.21","8.61","935.0","93.57","42.17","451.0","11.85","20.33","1716.0","37.0","14.86","402.0","5.54","1.83","330.0","-1.0","-1.0","-1.0","0.12","0.07","583.0","-1.0","-1.0","-1.0","0.6","0.61","1017.0","-1.0","-1.0","-1.0","55.43","37.84","683.0","0.03","0.2","6500.0","-1.0","-1.0","-1.0","24.74","20.55","45.29","1.6","1.44","0.0"
"719","2017","8","Orissa","Angul","91.67","124.5","1358.0","0.05","0.09","1800.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","5.76","14.86","2580.0","0.01","0.01","1000.0","-1.0","-1.0","-1.0","1.3","1.07","823.0","9.73","7.83","805.0","90.25","42.92","476.0","12.71","20.72","1630.0","37.46","14.84","396.0","4.0","1.72","430.0","-1.0","-1.0","-1.0","0.13","0.08","615.0","-1.0","-1.0","-1.0","0.4","0.49","1225.0","-1.0","-1.0","-1.0","55.3","38.13","690.0","0.07","0.46","6500.0","-1.0","-1.0","-1.0","24.76","20.57","45.33","1.6","1.44","0.0"
"720","2016","8","Orissa","Gajapati","42.23","104.92","2484.0","-1.0","-1.0","-1.0","1.88","1.17","622.0","-1.0","-1.0","-1.0","1.88","1.17","622.0","1.15","0.71","617.0","9.1","21.76","2391.0","7.91","7.76","981.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","3.5","2.82","806.0","24.39","12.14","498.0","2.29","3.57","1559.0","1.64","0.75","457.0","0.74","0.32","432.0","-1.0","-1.0","-1.0","0.19","0.11","579.0","-1.0","-1.0","-1.0","0.95","1.09","1147.0","-1.0","-1.0","-1.0","8.0","6.7","838.0","-1.0","0.0","0.0","2.0","4.0","2.0","17.21","17.54","34.75","0.1","0.98","0.0"
"720","2017","8","Orissa","Gajapati","38.37","80.15","2089.0","-1.0","-1.0","-1.0","1.85","1.13","611.0","-1.0","-1.0","-1.0","1.85","1.13","611.0","0.99","0.6","606.0","11.52","32.37","2810.0","5.74","5.37","936.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","3.07","2.42","788.0","25.27","12.76","505.0","2.8","5.45","1946.0","1.46","0.61","418.0","1.0","0.42","420.0","-1.0","-1.0","-1.0","0.21","0.13","619.0","-1.0","-1.0","-1.0","0.57","0.7","1228.0","-1.0","-1.0","-1.0","6.69","7.58","1133.0","-1.0","0.0","0.0","2.0","5.0","2.0","17.23","17.53","34.76","0.1","0.98","0.0"
"721","2016","8","Orissa","Nuapada","97.59","142.25","1458.0","0.05","0.09","1800.0","0.36","0.27","750.0","-1.0","-1.0","-1.0","0.36","0.27","750.0","0.09","0.05","556.0","5.67","13.34","2353.0","2.38","1.67","702.0","-1.0","-1.0","-1.0","2.65","1.73","653.0","6.12","5.24","856.0","99.58","43.85","440.0","11.01","17.19","1561.0","6.73","2.39","355.0","2.39","0.73","305.0","-1.0","-1.0","-1.0","1.45","0.84","579.0","2.23","1.07","480.0","0.43","0.44","1023.0","-1.0","-1.0","-1.0","24.24","22.66","935.0","0.04","0.29","7125.0","7.0","19.0","2.0","11.48","12.33","23.81","0.3","0.88","0.0"
"721","2017","8","Orissa","Nuapada","89.24","60.42","677.0","0.05","0.08","1600.0","0.3","0.22","733.0","-1.0","-1.0","-1.0","0.3","0.22","733.0","0.14","0.09","643.0","6.1","16.54","2711.0","2.81","2.51","893.0","-1.0","-1.0","-1.0","2.1","1.68","800.0","8.58","7.68","895.0","106.55","50.74","476.0","7.9","11.91","1508.0","6.41","2.53","395.0","2.5","1.15","460.0","-1.0","-1.0","-1.0","0.8","0.44","550.0","1.5","0.75","500.0","0.39","0.48","1231.0","-1.0","-1.0","-1.0","19.5","17.26","885.0","0.05","0.36","7120.0","8.0","22.0","2.0","11.47","12.32","23.79","0.3","0.88","0.0"
"722","2016","8","Orissa","Malkangiri","95.84","186.52","1946.0","0.01","0.01","1000.0","0.15","0.09","600.0","-1.0","-1.0","-1.0","0.15","0.09","600.0","0.03","0.02","667.0","8.76","25.16","2872.0","8.0","5.2","650.0","-1.0","-1.0","-1.0","0.05","0.04","800.0","0.91","0.61","670.0","11.79","5.19","440.0","5.53","8.21","1485.0","28.22","11.0","390.0","0.13","0.04","308.0","-1.0","-1.0","-1.0","0.11","0.05","455.0","-1.0","-1.0","-1.0","0.01","0.01","1000.0","-1.0","-1.0","-1.0","34.95","19.64","562.0","0.01","0.07","6500.0","-1.0","-1.0","-1.0","32.04","15.5","47.54","0.1","0.36","0.0"
"722","2017","8","Orissa","Malkangiri","99.58","175.29","1760.0","-1.0","-1.0","-1.0","0.14","0.09","643.0","-1.0","-1.0","-1.0","0.14","0.09","643.0","0.03","0.02","667.0","9.68","28.39","2933.0","8.0","5.05","631.0","-1.0","-1.0","-1.0","0.1","0.09","900.0","0.91","0.72","791.0","13.89","6.87","495.0","2.96","4.45","1503.0","28.46","11.33","398.0","0.3","0.13","433.0","0.06","0.04","667.0","0.28","0.19","679.0","-1.0","-1.0","-1.0","0.14","0.1","714.0","-1.0","-1.0","-1.0","33.15","16.56","500.0","0.03","0.23","7800.0","-1.0","-1.0","-1.0","32.04","15.5","47.54","0.1","0.36","0.0"
"723","2016","8","Orissa","Nawarangpur","147.43","391.72","2657.0","0.12","0.21","1750.0","0.07","0.05","714.0","-1.0","-1.0","-1.0","0.07","0.05","714.0","0.01","0.01","1000.0","64.0","213.78","3340.0","1.45","1.01","697.0","-1.0","-1.0","-1.0","2.01","1.23","612.0","1.62","1.22","753.0","16.64","7.49","450.0","1.1","1.62","1473.0","0.15","0.05","333.0","0.99","0.49","495.0","0.07","0.04","571.0","0.76","0.46","605.0","2.15","1.09","507.0","0.04","0.04","1000.0","-1.0","-1.0","-1.0","5.33","3.82","717.0","4.96","38.73","7809.0","-1.0","-1.0","-1.0","20.34","18.36","38.7","0.45","0.87","0.0"
"723","2017","8","Orissa","Nawarangpur","124.87","307.65","2464.0","0.12","0.23","1917.0","0.08","0.05","625.0","-1.0","-1.0","-1.0","0.08","0.05","625.0","0.01","0.01","1000.0","65.99","219.94","3333.0","1.25","1.11","888.0","-1.0","-1.0","-1.0","2.2","1.6","727.0","1.42","1.22","859.0","23.99","11.86","494.0","5.78","11.42","1976.0","0.5","0.21","420.0","1.0","0.46","460.0","-1.0","-1.0","-1.0","0.1","0.06","600.0","1.5","0.7","467.0","0.2","0.26","1300.0","-1.0","-1.0","-1.0","9.18","13.15","1432.0","3.82","29.52","7727.0","-1.0","-1.0","-1.0","20.35","18.36","38.71","0.45","0.87","0.0"
"724","2016","8","Orissa","Rayagada","61.39","144.1","2347.0","0.11","0.16","1455.0","0.6","0.36","600.0","-1.0","-1.0","-1.0","0.6","0.36","600.0","0.27","0.17","630.0","16.1","53.16","3302.0","15.23","12.53","823.0","-1.0","-1.0","-1.0","0.18","0.12","667.0","16.48","15.57","945.0","35.72","16.22","454.0","1.52","2.3","1513.0","7.1","2.71","382.0","3.29","1.23","374.0","-1.0","-1.0","-1.0","0.63","0.33","524.0","-1.0","-1.0","-1.0","2.92","3.43","1175.0","-1.0","-1.0","-1.0","21.35","11.94","559.0","0.22","1.45","6595.0","32.0","91.0","2.0","20.86","19.52","40.38","0.35","0.84","0.0"
"724","2017","8","Orissa","Rayagada","52.91","127.45","2409.0","0.11","0.2","1818.0","0.73","0.46","630.0","-1.0","-1.0","-1.0","0.73","0.46","630.0","0.29","0.17","586.0","14.38","46.5","3234.0","14.92","12.96","869.0","-1.0","-1.0","-1.0","0.3","0.19","633.0","17.18","16.06","935.0","37.47","17.97","480.0","1.99","3.58","1799.0","5.65","2.2","389.0","3.5","1.53","437.0","-1.0","-1.0","-1.0","0.64","0.39","609.0","-1.0","-1.0","-1.0","1.71","2.08","1216.0","-1.0","-1.0","-1.0","17.47","11.34","649.0","0.39","3.0","7685.0","33.0","93.0","2.0","20.89","19.53","40.42","0.35","0.84","0.0"
"725","2016","8","Orissa","Khurda","95.07","250.18","2632.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","0.42","0.99","2357.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","0.35","0.25","714.0","0.77","0.56","727.0","47.27","21.36","452.0","0.64","0.96","1500.0","0.24","0.08","333.0","1.04","0.41","394.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","0.02","0.01","500.0","0.21","0.28","1333.0","-1.0","-1.0","-1.0","2.15","1.74","809.0","0.17","1.15","6765.0","-1.0","-1.0","-1.0","19.68","21.3","40.98","0.45","0.27","0.0"
"725","2017","8","Orissa","Khurda","84.02","136.32","1622.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","0.42","1.12","2667.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","0.5","0.39","780.0","0.8","0.64","800.0","50.09","25.25","504.0","1.15","2.4","2087.0","1.68","0.66","393.0","1.2","0.57","475.0","0.05","0.03","600.0","-1.0","-1.0","-1.0","0.1","0.05","500.0","0.28","0.34","1214.0","-1.0","-1.0","-1.0","4.46","4.05","908.0","0.35","2.69","7683.0","-1.0","-1.0","-1.0","19.69","21.3","40.99","0.43","0.27","0.0"
"726","2016","8","Orissa","Nayagarh","91.69","209.55","2285.0","0.12","0.16","1333.0","0.05","0.03","600.0","-1.0","-1.0","-1.0","0.05","0.03","600.0","-1.0","-1.0","-1.0","2.8","6.54","2336.0","1.47","1.1","748.0","-1.0","-1.0","-1.0","0.36","0.24","667.0","0.5","0.34","680.0","74.09","31.82","429.0","0.79","1.08","1367.0","3.35","1.35","403.0","1.15","0.57","496.0","-1.0","-1.0","-1.0","0.04","0.02","500.0","0.53","0.24","453.0","0.38","0.38","1000.0","-1.0","-1.0","-1.0","6.24","3.64","583.0","1.65","11.86","7189.0","-1.0","-1.0","-1.0","20.74","15.8","36.54","0.25","0.55","0.0"
"726","2017","8","Orissa","Nayagarh","90.62","125.11","1381.0","0.1","0.19","1900.0","0.05","0.03","600.0","-1.0","-1.0","-1.0","0.05","0.03","600.0","-1.0","-1.0","-1.0","5.59","12.85","2299.0","0.47","0.35","745.0","-1.0","-1.0","-1.0","0.5","0.3","600.0","0.5","0.34","680.0","80.89","39.53","489.0","0.97","1.7","1753.0","1.65","0.64","388.0","1.5","0.71","473.0","0.04","0.02","500.0","0.41","0.25","610.0","0.6","0.27","450.0","0.04","0.05","1250.0","-1.0","-1.0","-1.0","5.21","3.64","699.0","1.39","10.6","7629.0","-1.0","-1.0","-1.0","20.72","15.8","36.52","0.25","0.55","0.0"
"728","2016","8","Orissa","Boudh","56.63","175.51","3099.0","0.06","0.11","1833.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","0.68","1.56","2294.0","0.06","0.05","833.0","-1.0","-1.0","-1.0","0.52","0.33","635.0","4.91","3.46","705.0","35.03","16.64","475.0","0.48","0.79","1646.0","3.2","1.32","413.0","1.14","0.48","421.0","-1.0","-1.0","-1.0","0.03","0.02","667.0","-1.0","-1.0","-1.0","0.21","0.23","1095.0","-1.0","-1.0","-1.0","5.06","2.84","561.0","0.03","0.22","7333.0","0.0","0.0","2.0","6.49","17.14","23.63","0.7","0.93","0.0"
